sku_id,category,storage_temperature,shelf_life_days,unit_price_rmb,abc_class,near_expiry_managed,batch_tracking_required,hazardous_or_controlled_flag,unit_volume_liters,unit_weight_kg,manufacturer_id
SKU_01427,Medical_Devices,cold,365,23.0,B,False,True,False,1.159,1.146,MFG_095
SKU_01428,TCM,cool,711,1.5,C,False,False,False,0.909,0.11,MFG_021
SKU_01429,Medical_Devices,ambient,716,51.97,A,False,True,False,1.294,1.129,MFG_023
SKU_01430,Western_Medicine,cool,714,17.71,B,True,True,False,0.726,1.317,MFG_095
SKU_01431,Western_Medicine,cool,269,78.91,C,True,False,False,0.463,0.199,MFG_001
SKU_01432,Medical_Devices,ambient,823,6.45,C,False,True,False,0.471,0.342,MFG_007
SKU_01433,Western_Medicine,ambient,365,61.52,C,True,False,False,1.389,0.989,MFG_067
SKU_01434,TCM,cool,730,20.35,C,False,True,False,1.401,0.232,MFG_082
SKU_01435,TCM,ambient,520,5.81,C,True,False,False,1.795,0.132,MFG_070
SKU_01436,TCM,ambient,583,12.16,C,True,True,False,0.205,0.06,MFG_010
SKU_01437,TCM,ambient,365,4.52,C,True,True,False,1.362,1.471,MFG_024
SKU_01438,Health_Supplements,cool,376,1.51,C,True,False,False,0.042,0.156,MFG_007
SKU_01439,TCM,cold,365,5.77,C,True,True,False,1.738,1.469,MFG_069
SKU_01440,Medical_Devices,ambient,1080,3.35,C,True,False,False,1.599,0.215,MFG_017
SKU_01441,Medical_Devices,ambient,958,14.26,A,False,True,False,0.939,0.426,MFG_062
SKU_01442,TCM,ambient,1031,10.72,A,False,False,False,1.235,1.39,MFG_022
SKU_01443,Health_Supplements,ambient,1031,51.28,B,True,False,False,1.974,1.203,MFG_084
SKU_01444,TCM,ambient,484,42.74,C,True,False,False,1.158,1.257,MFG_029
SKU_01445,TCM,ambient,615,31.73,C,False,False,False,0.599,0.376,MFG_037
SKU_01446,Medical_Devices,ambient,605,3.07,B,False,True,False,0.32,0.598,MFG_094
SKU_01447,TCM,cold,330,30.84,C,False,True,False,1.057,0.407,MFG_016
SKU_01448,Medical_Devices,cool,245,14.85,B,True,False,False,1.096,0.889,MFG_097
SKU_01449,Health_Supplements,ambient,1059,5.1,C,True,False,False,1.861,0.142,MFG_066
SKU_01450,Western_Medicine,cool,730,54.96,A,True,False,False,1.956,1.421,MFG_020
SKU_01451,Medical_Devices,ambient,549,5.72,C,False,True,True,0.146,1.077,MFG_003
SKU_01452,TCM,cool,590,8.85,C,False,False,False,0.187,0.085,MFG_092
SKU_01453,Medical_Devices,cool,730,32.87,C,False,True,False,0.57,1.346,MFG_037
SKU_01454,Medical_Devices,ambient,894,1.3,C,True,False,False,0.472,1.351,MFG_065
SKU_01455,Medical_Devices,ambient,365,10.1,B,False,True,False,0.609,0.332,MFG_060
SKU_01456,Western_Medicine,ambient,365,1.29,B,False,False,False,1.202,1.184,MFG_065
SKU_01457,Western_Medicine,cool,673,8.53,C,True,False,True,0.535,1.13,MFG_093
SKU_01458,TCM,cool,716,7.1,B,False,True,False,1.157,1.065,MFG_087
SKU_01459,TCM,cold,365,5.63,B,False,True,False,1.969,0.818,MFG_062
SKU_01460,Western_Medicine,cool,347,72.35,C,True,True,False,1.04,1.117,MFG_097
SKU_01461,TCM,ambient,365,2.58,B,False,True,False,0.831,1.079,MFG_083
SKU_01462,Health_Supplements,cool,730,20.41,A,False,False,False,1.2,0.537,MFG_043
SKU_01463,Western_Medicine,ambient,365,11.43,A,False,True,False,1.604,0.831,MFG_027
SKU_01464,TCM,ambient,1007,9.15,B,False,False,True,1.895,0.895,MFG_062
SKU_01465,Western_Medicine,cool,730,10.62,C,False,True,False,1.474,0.868,MFG_087
SKU_01466,TCM,ambient,576,10.45,B,False,True,False,0.565,0.196,MFG_071
SKU_01467,TCM,cold,198,93.39,C,False,True,False,0.448,0.695,MFG_045
SKU_01468,TCM,cool,730,7.83,C,False,False,False,1.581,0.168,MFG_062
SKU_01469,Western_Medicine,ambient,365,74.74,C,False,False,False,1.769,1.417,MFG_049
SKU_01470,TCM,frozen,730,2.63,B,True,True,False,1.897,1.351,MFG_047
SKU_01471,Health_Supplements,ambient,889,21.93,C,False,True,False,1.472,0.215,MFG_069
SKU_01472,Western_Medicine,cool,730,6.28,B,True,False,False,1.739,0.81,MFG_008
SKU_01473,Health_Supplements,ambient,365,58.76,B,True,True,True,1.198,1.059,MFG_002
SKU_01474,TCM,ambient,365,9.64,C,False,True,False,0.36,0.514,MFG_087
SKU_01475,Western_Medicine,ambient,365,23.41,B,False,False,False,1.62,1.256,MFG_054
SKU_01476,Western_Medicine,cool,635,17.44,C,False,False,False,1.662,0.728,MFG_008
SKU_01477,Medical_Devices,cool,722,141.19,C,False,True,True,1.025,0.909,MFG_016
SKU_01478,TCM,ambient,946,26.7,B,False,False,False,1.929,1.191,MFG_021
SKU_01479,Health_Supplements,cool,730,84.66,C,False,False,False,1.289,0.218,MFG_095
SKU_01480,Western_Medicine,ambient,365,98.47,C,True,True,False,1.81,0.051,MFG_002
SKU_01481,Medical_Devices,ambient,807,3.56,B,True,False,False,1.958,0.514,MFG_063
SKU_01482,Western_Medicine,ambient,365,22.0,A,True,False,False,0.612,1.386,MFG_023
SKU_01483,TCM,ambient,1027,3.46,C,False,False,False,0.627,1.333,MFG_008
SKU_01484,TCM,cold,365,220.85,B,True,True,False,1.914,1.292,MFG_032
SKU_01485,Western_Medicine,ambient,949,36.41,B,True,True,False,1.723,0.479,MFG_065
SKU_01486,TCM,ambient,1051,8.7,B,False,True,False,0.716,0.875,MFG_072
SKU_01487,Medical_Devices,cool,519,47.67,B,True,True,False,0.575,0.363,MFG_012
SKU_01488,Western_Medicine,cool,230,84.68,C,False,True,False,0.088,1.338,MFG_093
SKU_01489,TCM,cold,365,16.86,B,True,True,True,1.183,1.314,MFG_069
SKU_01490,TCM,ambient,788,51.51,C,True,True,False,1.75,1.476,MFG_075
SKU_01491,Western_Medicine,ambient,365,11.52,A,True,True,False,0.151,0.411,MFG_054
SKU_01492,Western_Medicine,ambient,865,5.12,C,False,True,False,0.069,0.689,MFG_013
SKU_01493,Western_Medicine,ambient,441,3.3,C,True,True,False,1.271,0.136,MFG_007
SKU_01494,Medical_Devices,ambient,365,15.71,C,True,True,False,1.121,0.234,MFG_035
SKU_01495,Western_Medicine,ambient,900,18.97,A,False,True,False,1.088,0.57,MFG_020
SKU_01496,Western_Medicine,ambient,596,76.99,C,True,True,False,0.481,1.045,MFG_009
SKU_01497,TCM,cold,214,5.37,B,False,True,False,1.27,1.035,MFG_092
SKU_01498,Medical_Devices,ambient,861,43.17,B,False,True,False,0.86,0.665,MFG_061
SKU_01499,Medical_Devices,ambient,365,52.56,C,False,True,False,1.676,0.115,MFG_050
SKU_01500,TCM,ambient,977,111.61,A,False,False,False,0.949,0.292,MFG_093
SKU_01501,Health_Supplements,ambient,365,76.64,C,True,False,False,0.821,0.126,MFG_072
SKU_01502,Medical_Devices,ambient,365,9.53,C,True,True,False,0.18,0.605,MFG_090
SKU_01503,TCM,cold,365,53.64,B,True,True,False,0.616,1.05,MFG_027
SKU_01504,Western_Medicine,cold,365,90.89,A,True,True,False,0.514,0.468,MFG_022
SKU_01505,TCM,ambient,825,34.43,C,False,True,False,0.779,0.736,MFG_001
SKU_01506,TCM,cold,365,57.03,C,False,True,False,1.89,0.151,MFG_083
SKU_01507,Western_Medicine,cool,730,44.87,A,True,True,True,1.253,1.477,MFG_025
SKU_01508,TCM,ambient,488,31.84,B,True,True,False,0.777,0.804,MFG_082
SKU_01509,Medical_Devices,cool,418,15.48,B,False,False,False,0.631,0.646,MFG_097
SKU_01510,Medical_Devices,ambient,700,2.48,C,True,False,False,0.567,0.534,MFG_024
SKU_01511,Western_Medicine,ambient,365,57.14,C,False,False,False,0.286,0.037,MFG_001
SKU_01512,Medical_Devices,cool,654,9.07,C,True,False,False,0.159,0.949,MFG_062
SKU_01513,TCM,ambient,975,5.16,B,False,False,False,1.965,0.266,MFG_053
SKU_01514,Medical_Devices,ambient,365,29.04,A,True,True,False,0.085,1.313,MFG_049
SKU_01515,TCM,cool,730,18.66,C,True,True,False,1.611,1.275,MFG_097
SKU_01516,Western_Medicine,ambient,518,30.38,C,False,False,False,1.076,1.042,MFG_088
SKU_01517,Western_Medicine,ambient,599,123.08,C,False,False,False,1.941,1.284,MFG_063
SKU_01518,TCM,cool,730,7.33,B,False,False,False,1.173,1.425,MFG_094
SKU_01519,Western_Medicine,ambient,365,4.75,A,False,True,False,1.741,1.19,MFG_045
SKU_01520,TCM,ambient,462,41.37,B,True,False,False,1.548,0.985,MFG_072
SKU_01521,Health_Supplements,frozen,635,22.15,C,False,True,False,1.381,1.141,MFG_025
SKU_01522,TCM,cool,608,14.83,C,True,False,False,1.136,1.179,MFG_083
SKU_01523,Western_Medicine,ambient,1047,63.97,C,True,False,False,0.877,0.843,MFG_082
SKU_01524,Health_Supplements,cold,365,14.14,C,False,True,False,0.374,1.145,MFG_008
SKU_01525,TCM,cool,624,69.61,C,False,False,False,1.27,0.954,MFG_041
SKU_01526,Medical_Devices,cold,365,10.23,C,False,True,False,1.689,0.658,MFG_055
SKU_01527,Medical_Devices,cold,365,76.66,B,False,True,False,1.164,1.268,MFG_062
SKU_01528,TCM,cold,277,116.25,C,False,True,False,1.602,0.707,MFG_010
SKU_01529,TCM,cold,195,63.79,A,True,True,False,1.468,0.05,MFG_002
SKU_01530,Health_Supplements,ambient,365,24.21,C,True,True,True,0.035,0.098,MFG_066
SKU_01531,Medical_Devices,cool,645,18.71,C,True,True,False,1.408,0.822,MFG_021
SKU_01532,Health_Supplements,ambient,365,43.52,C,False,False,False,1.571,1.44,MFG_051
SKU_01533,Western_Medicine,cold,365,16.39,A,True,True,False,0.855,0.173,MFG_045
SKU_01534,TCM,ambient,552,220.85,A,False,True,False,1.884,0.203,MFG_060
SKU_01535,Medical_Devices,cool,635,5.91,C,False,False,False,0.969,1.195,MFG_008
SKU_01536,Medical_Devices,ambient,830,102.28,A,False,True,False,0.92,0.621,MFG_016
SKU_01537,Health_Supplements,cold,225,28.31,C,False,True,False,1.573,0.433,MFG_061
SKU_01538,Medical_Devices,ambient,486,40.52,C,False,True,False,1.665,0.061,MFG_021
SKU_01539,Medical_Devices,cold,234,2.13,B,True,True,False,0.29,0.774,MFG_030
SKU_01540,Medical_Devices,cold,365,42.74,B,False,True,False,1.935,0.19,MFG_054
SKU_01541,TCM,cold,226,54.4,C,True,True,False,0.416,1.158,MFG_024
SKU_01542,TCM,cool,254,3.18,B,False,False,False,0.428,0.397,MFG_062
SKU_01543,Medical_Devices,cold,365,153.92,A,True,True,False,0.62,1.031,MFG_072
SKU_01544,Medical_Devices,cold,279,61.32,A,False,True,True,1.484,0.929,MFG_066
SKU_01545,Health_Supplements,ambient,475,67.47,B,False,True,False,0.666,1.067,MFG_010
SKU_01546,Health_Supplements,cold,365,9.27,C,True,True,False,1.971,0.417,MFG_053
SKU_01547,Medical_Devices,ambient,875,35.61,C,True,True,False,0.479,0.567,MFG_097
SKU_01548,Medical_Devices,cold,365,52.72,A,False,True,False,0.831,0.488,MFG_027
SKU_01549,Western_Medicine,cold,334,36.91,A,True,True,False,0.993,0.856,MFG_007
SKU_01550,Medical_Devices,ambient,409,29.25,C,True,True,False,1.068,0.382,MFG_037
SKU_01551,Western_Medicine,ambient,995,87.32,C,False,False,False,1.912,0.224,MFG_008
SKU_01552,Western_Medicine,ambient,643,33.78,B,True,True,False,0.344,1.186,MFG_033
SKU_01553,TCM,cool,500,86.5,C,False,True,False,1.277,0.972,MFG_062
SKU_01554,Western_Medicine,cool,381,87.59,C,True,True,False,0.071,1.027,MFG_002
SKU_01555,TCM,ambient,365,6.61,C,False,False,False,1.273,0.24,MFG_095
SKU_01556,Medical_Devices,ambient,365,12.67,B,False,True,True,1.147,0.277,MFG_012
SKU_01557,Medical_Devices,cold,276,77.09,C,False,True,True,0.896,1.118,MFG_093
SKU_01558,Western_Medicine,ambient,365,123.54,C,True,False,True,0.705,0.298,MFG_015
SKU_01559,Medical_Devices,cool,730,6.61,B,True,False,True,1.135,0.564,MFG_023
SKU_01560,Western_Medicine,cold,365,4.8,C,False,True,False,0.976,1.087,MFG_041
SKU_01561,Western_Medicine,cool,730,3.52,B,False,False,False,1.483,0.42,MFG_071
SKU_01562,Western_Medicine,frozen,404,60.6,C,False,True,False,1.133,0.736,MFG_010
SKU_01563,Medical_Devices,cold,365,67.1,C,True,True,False,1.934,0.23,MFG_021
SKU_01564,Medical_Devices,frozen,730,3.36,B,True,True,False,1.089,1.387,MFG_081
SKU_01565,Medical_Devices,cool,634,29.6,B,True,True,False,1.572,1.421,MFG_067
SKU_01566,Medical_Devices,ambient,612,91.88,C,False,True,False,0.842,0.263,MFG_001
SKU_01567,Medical_Devices,ambient,955,37.45,C,False,False,False,1.133,0.729,MFG_050
SKU_01568,Medical_Devices,cool,709,98.17,C,True,False,False,1.268,0.134,MFG_030
SKU_01569,Medical_Devices,cool,730,36.36,C,False,True,False,1.812,0.469,MFG_012
SKU_01570,Western_Medicine,ambient,586,83.21,C,True,False,False,1.953,0.077,MFG_020
SKU_01571,Medical_Devices,cool,730,3.72,C,False,True,False,0.397,0.778,MFG_038
SKU_01572,Medical_Devices,cold,365,36.33,C,True,True,False,0.185,1.129,MFG_037
SKU_01573,TCM,cold,348,46.09,C,True,True,False,1.868,0.429,MFG_044
SKU_01574,Western_Medicine,ambient,817,12.8,C,True,False,False,0.099,0.052,MFG_012
SKU_01575,Western_Medicine,ambient,573,72.47,B,False,True,False,1.321,0.584,MFG_035
SKU_01576,Western_Medicine,ambient,1000,27.76,C,False,False,True,1.322,1.028,MFG_093
SKU_01577,Western_Medicine,cool,611,2.16,C,False,True,False,0.44,0.728,MFG_072
SKU_01578,Medical_Devices,cool,543,125.72,C,False,False,False,1.639,0.655,MFG_042
SKU_01579,TCM,frozen,536,9.18,B,True,True,False,1.38,1.365,MFG_035
SKU_01580,Health_Supplements,cold,365,68.46,A,False,True,False,0.471,0.091,MFG_022
SKU_01581,Medical_Devices,ambient,952,27.91,C,False,False,False,0.134,0.207,MFG_054
SKU_01582,TCM,ambient,365,5.53,C,False,True,False,0.418,1.233,MFG_032
SKU_01583,Western_Medicine,cold,167,6.99,C,True,True,False,0.159,0.187,MFG_082
SKU_01584,Health_Supplements,ambient,1081,7.65,B,True,False,False,1.564,0.781,MFG_005
SKU_01585,TCM,ambient,389,5.38,C,True,False,False,0.295,1.428,MFG_058
SKU_01586,TCM,cool,435,26.54,C,True,False,False,0.804,0.918,MFG_062
SKU_01587,Health_Supplements,cool,730,40.99,C,False,False,False,0.342,1.068,MFG_058
SKU_01588,Medical_Devices,ambient,900,33.2,C,False,True,False,1.288,0.289,MFG_054
SKU_01589,Medical_Devices,cool,477,3.23,A,True,False,False,0.967,0.606,MFG_016
SKU_01590,TCM,ambient,695,22.07,C,True,True,False,0.311,0.144,MFG_022
SKU_01591,TCM,cold,206,9.28,C,False,True,False,0.886,1.095,MFG_093
SKU_01592,Medical_Devices,frozen,626,36.38,A,False,True,False,1.148,0.073,MFG_060
SKU_01593,Medical_Devices,ambient,575,19.97,C,True,False,False,0.196,0.759,MFG_072
SKU_01594,Health_Supplements,cold,365,43.52,C,False,True,False,0.316,1.372,MFG_046
SKU_01595,Medical_Devices,ambient,963,64.96,C,False,True,False,1.966,1.276,MFG_012
SKU_01596,TCM,cool,730,54.32,C,True,False,False,1.395,0.333,MFG_061
SKU_01597,Medical_Devices,cold,365,2.64,C,False,True,False,1.182,1.405,MFG_072
SKU_01598,TCM,ambient,932,32.81,C,True,True,False,1.024,0.936,MFG_003
SKU_01599,TCM,cool,730,1.44,B,False,False,False,0.138,0.977,MFG_076
SKU_01600,Medical_Devices,ambient,859,32.96,C,True,True,False,0.421,0.062,MFG_096
SKU_01601,Western_Medicine,ambient,437,10.03,C,False,False,False,1.684,0.472,MFG_015
SKU_01602,TCM,cold,334,60.42,C,False,True,False,1.652,1.233,MFG_084
SKU_01603,Western_Medicine,ambient,627,1.93,A,True,True,False,0.435,0.819,MFG_060
SKU_01604,TCM,ambient,379,48.07,C,False,True,False,0.807,1.285,MFG_095
SKU_01605,Medical_Devices,cool,576,45.86,C,True,False,False,1.134,1.269,MFG_020
SKU_01606,TCM,ambient,533,36.8,B,True,True,False,1.477,0.567,MFG_097
SKU_01607,Western_Medicine,cold,170,24.51,C,False,True,False,0.381,1.314,MFG_021
SKU_01608,Medical_Devices,cold,365,59.51,C,True,True,False,1.45,1.442,MFG_061
SKU_01609,Western_Medicine,ambient,365,9.49,C,False,False,False,1.249,1.411,MFG_029
SKU_01610,Health_Supplements,cold,365,2.97,B,False,True,False,1.002,0.052,MFG_038
SKU_01611,Medical_Devices,ambient,395,8.32,C,False,True,False,1.476,0.599,MFG_062
SKU_01612,Western_Medicine,cold,365,36.25,C,True,True,False,0.538,0.315,MFG_010
SKU_01613,Western_Medicine,cold,284,22.56,B,True,True,False,0.267,1.4,MFG_021
SKU_01614,Medical_Devices,cool,730,5.32,C,False,True,False,0.638,0.834,MFG_024
SKU_01615,Medical_Devices,ambient,563,5.93,C,False,False,True,1.35,0.953,MFG_047
SKU_01616,Western_Medicine,cool,730,29.34,C,False,False,True,1.654,0.714,MFG_089
SKU_01617,Health_Supplements,ambient,611,24.67,C,True,True,False,1.01,1.26,MFG_013
SKU_01618,TCM,cold,365,2.3,B,False,True,False,1.67,0.468,MFG_098
SKU_01619,Western_Medicine,cool,542,90.47,A,True,True,False,0.14,0.82,MFG_042
SKU_01620,Western_Medicine,cool,730,19.42,C,False,True,False,0.116,0.057,MFG_009
SKU_01621,Medical_Devices,ambient,636,54.18,C,True,True,False,0.789,0.884,MFG_017
SKU_01622,Medical_Devices,ambient,696,44.62,C,False,False,False,0.304,0.796,MFG_023
SKU_01623,Western_Medicine,ambient,902,86.47,C,True,False,False,1.72,0.812,MFG_005
SKU_01624,Western_Medicine,cold,365,15.48,B,True,True,False,1.268,0.119,MFG_093
SKU_01625,Western_Medicine,cold,320,92.13,C,False,True,False,1.696,1.011,MFG_024
SKU_01626,TCM,cold,311,40.58,B,False,True,False,1.428,1.446,MFG_043
SKU_01627,Western_Medicine,cold,365,32.89,C,True,True,False,1.406,1.082,MFG_020
SKU_01628,Medical_Devices,ambient,612,25.7,B,True,True,False,0.802,0.046,MFG_055
SKU_01629,Medical_Devices,cold,365,90.75,C,False,True,False,0.484,0.689,MFG_054
SKU_01630,Medical_Devices,cool,583,2.44,C,False,True,False,0.577,0.255,MFG_066
SKU_01631,Western_Medicine,ambient,897,1.91,A,True,False,False,0.11,0.07,MFG_038
SKU_01632,Medical_Devices,cool,730,1.29,B,True,False,False,0.175,1.063,MFG_100
SKU_01633,TCM,cool,180,2.18,C,True,True,False,0.421,0.909,MFG_087
SKU_01634,TCM,ambient,537,1.51,B,False,False,True,0.795,1.406,MFG_036
SKU_01635,Medical_Devices,cold,365,11.73,C,False,True,False,1.369,0.662,MFG_022
SKU_01636,Health_Supplements,cool,730,93.07,A,False,False,False,1.058,0.841,MFG_035
SKU_01637,TCM,ambient,365,2.81,B,True,False,False,0.902,0.862,MFG_010
SKU_01638,TCM,ambient,428,1.34,C,True,True,False,0.991,1.462,MFG_081
SKU_01639,Medical_Devices,ambient,1053,2.01,C,False,True,False,0.395,0.089,MFG_055
SKU_01640,Medical_Devices,cold,365,16.62,C,False,True,False,1.614,0.869,MFG_029
SKU_01641,Medical_Devices,ambient,516,38.71,C,False,False,False,0.819,0.213,MFG_001
SKU_01642,Health_Supplements,ambient,760,13.6,C,False,False,False,0.038,0.776,MFG_055
SKU_01643,Medical_Devices,ambient,843,72.69,A,False,False,False,0.877,1.115,MFG_097
SKU_01644,TCM,ambient,365,4.74,C,False,False,False,1.035,0.99,MFG_029
SKU_01645,Western_Medicine,cool,413,15.76,C,False,True,False,0.667,1.467,MFG_032
SKU_01646,Medical_Devices,ambient,766,31.38,A,True,False,False,0.908,1.224,MFG_024
SKU_01647,Health_Supplements,ambient,518,78.08,B,False,False,False,1.247,0.027,MFG_065
SKU_01648,Medical_Devices,cool,730,42.38,C,True,False,False,1.234,0.858,MFG_001
SKU_01649,TCM,cold,246,175.26,C,False,True,True,1.814,1.377,MFG_003
SKU_01650,TCM,cool,467,15.85,C,False,False,False,1.272,0.44,MFG_032
SKU_01651,Western_Medicine,cold,121,37.89,B,True,True,False,1.321,0.069,MFG_069
SKU_01652,TCM,ambient,510,1.4,C,False,False,False,1.874,0.807,MFG_035
SKU_01653,TCM,ambient,927,15.03,C,True,False,False,0.605,1.477,MFG_092
SKU_01654,Medical_Devices,ambient,568,100.35,C,True,True,False,1.656,0.44,MFG_060
SKU_01655,Medical_Devices,ambient,558,2.23,B,False,True,False,0.25,0.378,MFG_082
SKU_01656,TCM,cool,730,4.26,A,True,True,False,1.099,0.398,MFG_053
SKU_01657,TCM,cool,730,11.61,B,True,False,False,1.789,0.493,MFG_060
SKU_01658,Western_Medicine,cold,365,95.21,C,False,True,False,1.804,0.332,MFG_055
SKU_01659,Western_Medicine,ambient,574,73.06,C,True,False,False,1.853,1.108,MFG_063
SKU_01660,Medical_Devices,cold,365,80.02,C,True,True,False,1.075,0.479,MFG_069
SKU_01661,Western_Medicine,ambient,365,102.49,C,False,False,False,0.513,0.352,MFG_095
SKU_01662,Health_Supplements,cool,730,11.72,C,False,False,False,0.71,1.223,MFG_020
SKU_01663,Medical_Devices,cool,405,37.88,C,False,True,False,0.709,0.275,MFG_008
SKU_01664,Medical_Devices,ambient,515,14.34,B,True,True,False,0.44,1.08,MFG_072
SKU_01665,Western_Medicine,cool,304,1.65,C,False,True,False,1.07,0.384,MFG_037
SKU_01666,TCM,cold,365,19.09,C,True,True,False,1.312,1.242,MFG_051
SKU_01667,Western_Medicine,ambient,605,22.18,C,True,True,False,1.235,1.17,MFG_017
SKU_01668,Western_Medicine,cold,149,18.16,C,True,True,False,0.816,0.91,MFG_050
SKU_01669,TCM,cool,730,12.33,C,False,False,False,0.608,1.132,MFG_001
SKU_01670,Medical_Devices,cold,365,43.18,C,False,True,True,0.741,1.013,MFG_069
SKU_01671,Western_Medicine,cold,243,18.64,C,False,True,False,1.47,1.097,MFG_065
SKU_01672,TCM,cool,294,25.65,C,False,False,False,0.848,0.685,MFG_084
SKU_01673,Western_Medicine,ambient,565,40.95,C,True,True,False,0.583,1.314,MFG_083
SKU_01674,Medical_Devices,cool,730,10.6,B,True,True,False,1.927,0.805,MFG_087
SKU_01675,Medical_Devices,ambient,809,51.56,A,True,False,False,1.109,0.364,MFG_072
SKU_01676,TCM,cool,730,6.89,C,True,False,False,1.217,0.478,MFG_055
SKU_01677,TCM,cool,291,18.2,B,True,False,False,0.738,0.289,MFG_005
SKU_01678,Western_Medicine,cold,365,1.71,B,True,True,False,1.283,1.475,MFG_080
SKU_01679,Western_Medicine,ambient,1056,2.09,C,False,True,False,0.219,0.722,MFG_094
SKU_01680,Western_Medicine,ambient,547,26.54,A,False,True,False,0.992,1.277,MFG_083
SKU_01681,TCM,ambient,626,3.45,C,False,False,True,1.729,1.101,MFG_017
SKU_01682,Medical_Devices,cold,365,65.84,C,False,True,False,1.329,0.59,MFG_055
SKU_01683,Western_Medicine,ambient,365,4.34,C,True,True,False,0.188,1.121,MFG_087
SKU_01684,Medical_Devices,cold,365,3.01,C,False,True,False,0.157,0.479,MFG_042
SKU_01685,Western_Medicine,cold,365,29.27,B,True,True,False,1.009,0.989,MFG_044
SKU_01686,Western_Medicine,ambient,739,100.76,A,True,False,False,1.613,1.344,MFG_072
SKU_01687,Western_Medicine,ambient,808,2.65,C,False,False,False,1.624,0.472,MFG_066
SKU_01688,TCM,frozen,419,8.97,B,True,True,False,0.611,1.094,MFG_053
SKU_01689,Western_Medicine,cold,365,58.14,C,False,True,False,1.09,0.919,MFG_055
SKU_01690,Western_Medicine,cold,365,56.06,C,False,True,False,0.936,0.461,MFG_045
SKU_01691,Western_Medicine,ambient,365,28.9,C,False,True,False,0.495,0.596,MFG_022
SKU_01692,Western_Medicine,cold,365,4.55,C,True,True,False,0.86,0.963,MFG_035
SKU_01693,Health_Supplements,cold,209,35.44,C,True,True,False,0.485,0.355,MFG_083
SKU_01694,Health_Supplements,cool,590,44.61,C,True,True,False,1.478,0.354,MFG_010
SKU_01695,Western_Medicine,ambient,948,2.07,C,True,False,False,0.868,0.057,MFG_032
SKU_01696,TCM,cool,636,82.6,C,True,True,False,1.112,0.987,MFG_089
SKU_01697,Medical_Devices,ambient,860,10.34,C,False,False,False,0.657,0.387,MFG_023
SKU_01698,Health_Supplements,ambient,365,105.78,B,False,False,False,0.855,0.207,MFG_020
SKU_01699,TCM,cold,365,123.13,B,False,True,False,0.426,0.734,MFG_022
SKU_01700,TCM,ambient,665,10.61,C,False,False,True,1.408,1.326,MFG_075
SKU_01701,Western_Medicine,cold,365,2.94,C,False,True,False,1.197,1.314,MFG_083
SKU_01702,Medical_Devices,cold,365,35.97,C,True,True,False,1.311,0.606,MFG_030
SKU_01703,Medical_Devices,ambient,652,95.98,C,False,True,False,0.816,0.364,MFG_092
SKU_01704,Western_Medicine,cool,730,22.68,C,True,False,False,1.279,0.088,MFG_093
SKU_01705,Medical_Devices,cold,365,9.22,C,False,True,False,0.518,0.565,MFG_095
SKU_01706,Western_Medicine,ambient,696,47.28,C,False,False,False,0.759,0.03,MFG_022
SKU_01707,Medical_Devices,ambient,1087,11.36,C,False,False,False,1.92,0.843,MFG_042
SKU_01708,TCM,ambient,365,1.46,B,True,True,False,1.013,0.672,MFG_005
SKU_01709,Western_Medicine,cool,730,97.57,B,False,False,False,1.127,0.646,MFG_027
SKU_01710,Western_Medicine,ambient,365,28.1,B,False,True,False,0.766,0.38,MFG_093
SKU_01711,Western_Medicine,ambient,820,18.55,A,True,False,False,0.948,0.421,MFG_022
SKU_01712,Western_Medicine,cool,664,4.41,C,True,True,False,0.815,0.223,MFG_087
SKU_01713,Medical_Devices,ambient,402,109.06,C,False,True,False,0.206,1.22,MFG_022
SKU_01714,TCM,ambient,637,6.2,B,False,False,False,0.114,0.673,MFG_029
SKU_01715,Western_Medicine,ambient,793,42.33,B,False,True,False,0.785,1.188,MFG_035
SKU_01716,TCM,cool,730,35.93,A,False,False,False,1.625,1.309,MFG_062
SKU_01717,Medical_Devices,cool,533,7.78,C,False,False,False,0.941,1.078,MFG_046
SKU_01718,Medical_Devices,cool,452,1.49,B,True,True,False,0.896,1.304,MFG_087
SKU_01719,Health_Supplements,frozen,232,8.54,C,False,True,False,1.451,0.835,MFG_044
SKU_01720,Medical_Devices,ambient,453,18.51,B,False,True,False,0.04,0.665,MFG_060
SKU_01721,Health_Supplements,cool,289,9.83,B,True,False,False,0.75,0.862,MFG_063
SKU_01722,TCM,ambient,843,53.52,C,False,False,False,0.78,0.084,MFG_035
SKU_01723,Western_Medicine,cool,730,37.08,C,True,True,False,1.473,0.793,MFG_001
SKU_01724,TCM,cool,662,70.05,C,False,False,False,0.441,0.733,MFG_097
SKU_01725,Western_Medicine,cold,365,63.79,C,False,True,False,1.333,1.067,MFG_098
SKU_01726,Medical_Devices,cold,365,22.39,C,False,True,False,1.6,1.451,MFG_015
SKU_01727,Western_Medicine,cold,365,18.6,C,False,True,False,1.149,1.405,MFG_023
SKU_01728,Western_Medicine,cool,699,41.86,B,True,True,False,0.101,0.55,MFG_037
SKU_01729,Medical_Devices,ambient,899,52.11,C,False,True,False,1.859,1.381,MFG_030
SKU_01730,TCM,cold,365,46.15,A,False,True,False,0.908,1.367,MFG_006
SKU_01731,TCM,ambient,384,31.65,C,False,True,False,0.275,0.51,MFG_054
SKU_01732,Medical_Devices,cold,284,23.73,B,False,True,False,0.085,1.247,MFG_009
