inventory_id,warehouse_id,bin_id,sku_id,batch_id,manufacture_date,expiry_date,received_date,quantity_available,quantity_reserved,quality_status,days_to_expiry
INV_0044121,WH_012,WH_012_AMBIENT_185,SKU_00105,BATCH_0044121,2025-07-25,2026-07-25,2025-08-05,49,0,good,59
INV_0044122,WH_021,WH_021_COOL_134,SKU_02363,BATCH_0044122,2025-10-27,2027-02-19,2025-11-06,104,0,good,268
INV_0044123,WH_024,WH_024_FROZEN_186,SKU_01944,BATCH_0044123,2026-03-26,2028-03-25,2026-04-04,10,0,good,668
INV_0044124,WH_023,WH_023_COLD_164,SKU_02514,BATCH_0044124,2026-01-02,2026-06-14,2026-01-10,63,25,good,18
INV_0044125,WH_008,WH_008_COOL_030,SKU_02656,BATCH_0044125,2025-08-08,2027-08-08,2025-08-10,177,0,good,438
INV_0044126,WH_009,WH_009_COOL_015,SKU_01800,BATCH_0044126,2025-10-10,2027-01-06,2025-10-23,5,0,good,224
INV_0044127,WH_016,WH_016_AMBIENT_127,SKU_01296,BATCH_0044127,2026-01-25,2027-12-24,2026-01-29,21,8,good,576
INV_0044128,WH_008,WH_008_AMBIENT_112,SKU_01911,BATCH_0044128,2026-01-11,2027-01-11,2026-01-22,56,0,good,229
INV_0044129,WH_004,WH_004_COOL_026,SKU_01531,BATCH_0044129,2025-05-29,2027-03-05,2025-06-10,289,0,good,282
INV_0044130,WH_022,WH_022_AMBIENT_021,SKU_00601,BATCH_0044130,2025-05-17,2027-02-01,2025-05-28,21,1,good,250
INV_0044131,WH_002,WH_002_COOL_101,SKU_02688,BATCH_0044131,2026-03-15,2028-03-14,2026-03-18,19,2,good,657
INV_0044132,WH_025,WH_025_AMBIENT_068,SKU_02804,BATCH_0044132,2025-11-23,2026-11-23,2025-11-26,22,0,good,180
INV_0044133,WH_021,WH_021_AMBIENT_118,SKU_01469,BATCH_0044133,2026-03-16,2027-03-16,2026-03-19,138,0,good,293
INV_0044134,WH_020,WH_020_AMBIENT_161,SKU_01574,BATCH_0044134,2025-06-17,2027-09-12,2025-06-19,32,0,good,473
INV_0044135,WH_015,WH_015_COOL_036,SKU_02434,BATCH_0044135,2025-08-22,2027-08-22,2025-09-03,46,0,good,452
INV_0044136,WH_008,WH_008_COOL_034,SKU_00064,BATCH_0044136,2025-05-21,2027-05-21,2025-05-25,73,0,good,359
INV_0044137,WH_023,WH_023_COOL_193,SKU_00631,BATCH_0044137,2026-03-24,2027-10-28,2026-03-27,5,0,good,519
INV_0044138,WH_001,WH_001_COOL_168,SKU_01750,BATCH_0044138,2025-11-07,2027-03-12,2025-11-15,42,0,good,289
INV_0044139,WH_021,WH_021_AMBIENT_090,SKU_01873,BATCH_0044139,2025-07-04,2026-07-04,2025-07-11,4,0,good,38
INV_0044140,WH_019,WH_019_COOL_128,SKU_00913,BATCH_0044140,2026-04-14,2027-04-25,2026-04-27,35,0,good,333
INV_0044141,WH_002,WH_002_COOL_124,SKU_01458,BATCH_0044141,2025-05-13,2027-04-29,2025-05-25,46,0,good,337
INV_0044142,WH_009,WH_009_COLD_165,SKU_02367,BATCH_0044142,2025-10-25,2026-10-25,2025-11-02,34,0,good,151
INV_0044143,WH_014,WH_014_AMBIENT_042,SKU_02442,BATCH_0044143,2026-01-09,2027-03-29,2026-01-12,140,0,good,306
INV_0044144,WH_024,WH_024_AMBIENT_160,SKU_02305,BATCH_0044144,2025-04-22,2027-10-11,2025-04-26,162,0,good,502
INV_0044145,WH_016,WH_016_AMBIENT_144,SKU_01064,BATCH_0044145,2024-09-15,2026-10-01,2024-09-28,1,0,good,127
INV_0044146,WH_028,WH_028_COLD_153,SKU_01978,BATCH_0044146,2025-08-22,2026-08-22,2025-09-01,3,1,good,87
INV_0044147,WH_008,WH_008_COLD_110,SKU_01651,BATCH_0044147,2026-04-18,2026-08-17,2026-04-22,57,0,good,82
INV_0044148,WH_015,WH_015_COLD_113,SKU_00791,BATCH_0044148,2026-02-23,2027-02-23,2026-03-01,5,0,good,272
INV_0044149,WH_024,WH_024_COLD_087,SKU_02095,BATCH_0044149,2025-08-22,2026-08-22,2025-08-23,20,5,good,87
INV_0044150,WH_025,WH_025_AMBIENT_187,SKU_02602,BATCH_0044150,2025-05-24,2026-07-24,2025-06-04,5,0,good,58
INV_0044151,WH_016,WH_016_COOL_025,SKU_01912,BATCH_0044151,2026-04-04,2026-10-01,2026-04-17,13,4,good,127
INV_0044152,WH_021,WH_021_AMBIENT_184,SKU_01975,BATCH_0044152,2026-05-10,2027-05-10,2026-05-11,64,0,good,348
INV_0044153,WH_008,WH_008_COLD_130,SKU_01812,BATCH_0044153,2026-05-01,2027-05-01,2026-05-12,6,2,good,339
INV_0044154,WH_005,WH_005_COLD_091,SKU_01670,BATCH_0044154,2025-12-04,2026-12-04,2025-12-17,6,0,good,191
INV_0044155,WH_028,WH_028_AMBIENT_112,SKU_00857,BATCH_0044155,2025-06-12,2026-08-22,2025-06-23,3,0,good,87
INV_0044156,WH_011,WH_011_AMBIENT_014,SKU_02447,BATCH_0044156,2024-10-26,2027-09-05,2024-11-06,17,0,good,466
INV_0044157,WH_026,WH_026_AMBIENT_104,SKU_02620,BATCH_0044157,2026-05-04,2029-03-05,2026-05-07,323,0,good,1013
INV_0044158,WH_005,WH_005_COLD_189,SKU_02829,BATCH_0044158,2025-09-17,2026-09-17,2025-09-26,33,0,good,113
INV_0044159,WH_023,WH_023_AMBIENT_077,SKU_00375,BATCH_0044159,2026-01-14,2028-01-25,2026-01-16,20,3,good,608
INV_0044160,WH_020,WH_020_AMBIENT_016,SKU_01490,BATCH_0044160,2025-07-12,2027-09-08,2025-07-23,1,0,good,469
INV_0044161,WH_010,WH_010_AMBIENT_124,SKU_01901,BATCH_0044161,2025-11-13,2026-11-13,2025-11-16,59,0,good,170
INV_0044162,WH_011,WH_011_AMBIENT_158,SKU_00102,BATCH_0044162,2025-08-11,2028-01-26,2025-08-23,62,0,good,609
INV_0044163,WH_001,WH_001_COOL_122,SKU_01430,BATCH_0044163,2025-05-19,2027-05-03,2025-05-21,26,0,good,341
INV_0044164,WH_010,WH_010_COLD_051,SKU_01354,BATCH_0044164,2025-09-25,2026-09-25,2025-10-02,11,0,good,121
INV_0044165,WH_024,WH_024_COLD_076,SKU_00183,BATCH_0044165,2025-08-30,2026-08-30,2025-09-04,6,2,good,95
INV_0044166,WH_012,WH_012_COLD_007,SKU_01421,BATCH_0044166,2025-12-12,2026-10-26,2025-12-18,87,0,good,152
INV_0044167,WH_020,WH_020_COOL_034,SKU_00367,BATCH_0044167,2026-02-15,2027-02-06,2026-02-23,6,2,good,255
INV_0044168,WH_030,WH_030_AMBIENT_130,SKU_00902,BATCH_0044168,2025-05-16,2026-09-14,2025-05-25,120,0,good,110
INV_0044169,WH_029,WH_029_COLD_197,SKU_00361,BATCH_0044169,2026-04-01,2027-04-01,2026-04-10,72,0,good,309
INV_0044170,WH_025,WH_025_AMBIENT_187,SKU_01127,BATCH_0044170,2026-05-19,2028-06-03,2026-06-01,1,0,good,738
INV_0044171,WH_004,WH_004_AMBIENT_109,SKU_02447,BATCH_0044171,2025-07-08,2028-05-17,2025-07-10,9,3,good,721
INV_0044172,WH_020,WH_020_AMBIENT_147,SKU_02857,BATCH_0044172,2026-01-14,2027-03-16,2026-01-23,8,0,good,293
INV_0044173,WH_013,WH_013_COLD_154,SKU_01459,BATCH_0044173,2026-02-11,2027-02-11,2026-02-23,6,1,good,260
INV_0044174,WH_027,WH_027_AMBIENT_181,SKU_01495,BATCH_0044174,2025-09-02,2028-02-19,2025-09-12,45,3,good,633
INV_0044175,WH_008,WH_008_COOL_103,SKU_02115,BATCH_0044175,2025-05-18,2027-02-23,2025-05-26,26,0,good,272
INV_0044176,WH_005,WH_005_AMBIENT_169,SKU_01436,BATCH_0044176,2025-08-18,2027-03-24,2025-08-27,15,0,good,301
INV_0044177,WH_027,WH_027_COOL_194,SKU_01275,BATCH_0044177,2024-11-15,2026-08-10,2024-11-27,16,0,good,75
INV_0044178,WH_027,WH_027_COOL_067,SKU_01813,BATCH_0044178,2024-10-21,2026-10-21,2024-11-03,11,0,good,147
INV_0044179,WH_003,WH_003_COOL_194,SKU_01716,BATCH_0044179,2025-11-07,2027-11-07,2025-11-16,129,0,good,529
INV_0044180,WH_008,WH_008_COLD_078,SKU_02017,BATCH_0044180,2026-03-28,2027-02-06,2026-04-09,73,19,good,255
INV_0044181,WH_016,WH_016_AMBIENT_063,SKU_01437,BATCH_0044181,2026-02-10,2027-02-10,2026-02-20,51,0,good,259
INV_0044182,WH_008,WH_008_AMBIENT_041,SKU_01842,BATCH_0044182,2025-11-22,2027-04-24,2025-12-05,2,0,good,332
INV_0044183,WH_026,WH_026_COOL_098,SKU_02220,BATCH_0044183,2026-02-27,2026-09-26,2026-03-04,68,6,good,122
INV_0044184,WH_011,WH_011_COOL_043,SKU_01984,BATCH_0044184,2024-10-14,2026-10-14,2024-10-27,158,30,good,140
INV_0044185,WH_016,WH_016_AMBIENT_098,SKU_00956,BATCH_0044185,2025-09-17,2026-09-17,2025-09-19,21,0,good,113
INV_0044186,WH_010,WH_010_AMBIENT_015,SKU_02237,BATCH_0044186,2024-06-29,2026-08-13,2024-07-09,6,0,good,78
INV_0044187,WH_016,WH_016_COOL_133,SKU_02788,BATCH_0044187,2025-01-16,2027-01-16,2025-01-24,198,20,good,234
INV_0044188,WH_011,WH_011_COOL_146,SKU_00655,BATCH_0044188,2024-08-25,2026-08-08,2024-09-07,8,0,good,73
INV_0044189,WH_030,WH_030_COOL_180,SKU_01431,BATCH_0044189,2025-11-24,2026-08-20,2025-11-26,198,0,good,85
INV_0044190,WH_008,WH_008_FROZEN_152,SKU_00931,BATCH_0044190,2025-03-03,2026-11-14,2025-03-16,15,5,good,171
INV_0044191,WH_022,WH_022_AMBIENT_103,SKU_01595,BATCH_0044191,2025-01-14,2027-09-04,2025-01-20,66,0,good,465
INV_0044192,WH_009,WH_009_COLD_143,SKU_01992,BATCH_0044192,2026-04-29,2026-12-04,2026-05-01,17,0,good,191
INV_0044193,WH_028,WH_028_AMBIENT_154,SKU_01865,BATCH_0044193,2026-05-11,2027-10-11,2026-05-18,21,0,good,502
INV_0044194,WH_030,WH_030_AMBIENT_156,SKU_02195,BATCH_0044194,2026-05-07,2027-06-06,2026-05-14,3,1,good,375
INV_0044195,WH_001,WH_001_COOL_081,SKU_00295,BATCH_0044195,2025-07-31,2027-07-31,2025-08-04,38,6,good,430
INV_0044196,WH_021,WH_021_COLD_011,SKU_02027,BATCH_0044196,2025-09-20,2026-09-20,2025-09-30,4,0,good,116
INV_0044197,WH_030,WH_030_COLD_100,SKU_00379,BATCH_0044197,2025-11-26,2026-11-26,2025-12-07,16,0,good,183
INV_0044198,WH_016,WH_016_AMBIENT_125,SKU_02467,BATCH_0044198,2026-01-20,2028-06-10,2026-01-28,216,0,good,745
INV_0044199,WH_018,WH_018_AMBIENT_058,SKU_02165,BATCH_0044199,2024-10-08,2026-08-28,2024-10-09,31,0,good,93
INV_0044200,WH_020,WH_020_COOL_033,SKU_01935,BATCH_0044200,2024-10-09,2026-10-09,2024-10-12,32,0,good,135
INV_0044201,WH_006,WH_006_AMBIENT_163,SKU_01324,BATCH_0044201,2026-04-16,2027-04-16,2026-04-25,4,0,good,324
INV_0044202,WH_003,WH_003_AMBIENT_085,SKU_01318,BATCH_0044202,2025-07-04,2027-03-16,2025-07-17,74,13,good,293
INV_0044203,WH_025,WH_025_AMBIENT_064,SKU_02121,BATCH_0044203,2025-06-15,2026-08-17,2025-06-17,43,0,good,82
INV_0044204,WH_025,WH_025_AMBIENT_034,SKU_02934,BATCH_0044204,2026-04-04,2027-04-04,2026-04-10,17,0,good,312
INV_0044205,WH_007,WH_007_AMBIENT_096,SKU_01740,BATCH_0044205,2026-05-10,2027-05-10,2026-05-14,0,0,good,348
INV_0044206,WH_028,WH_028_AMBIENT_151,SKU_02414,BATCH_0044206,2026-05-16,2027-05-16,2026-05-20,7,2,good,354
INV_0044207,WH_023,WH_023_COLD_038,SKU_02991,BATCH_0044207,2026-03-10,2027-03-10,2026-03-15,31,0,good,287
INV_0044208,WH_026,WH_026_AMBIENT_074,SKU_00337,BATCH_0044208,2024-06-16,2027-02-16,2024-06-25,10,0,good,265
INV_0044209,WH_014,WH_014_AMBIENT_197,SKU_00374,BATCH_0044209,2026-04-23,2028-05-04,2026-04-27,5,1,good,708
INV_0044210,WH_007,WH_007_COOL_168,SKU_02505,BATCH_0044210,2025-08-22,2027-08-22,2025-08-24,75,0,good,452
INV_0044211,WH_029,WH_029_AMBIENT_056,SKU_00948,BATCH_0044211,2026-02-11,2027-09-11,2026-02-14,37,0,good,472
INV_0044212,WH_001,WH_001_AMBIENT_048,SKU_02467,BATCH_0044212,2025-08-19,2028-01-08,2025-08-29,35,2,good,591
INV_0044213,WH_004,WH_004_AMBIENT_151,SKU_01052,BATCH_0044213,2025-04-17,2026-10-12,2025-04-28,5,0,good,138
INV_0044214,WH_028,WH_028_AMBIENT_185,SKU_01964,BATCH_0044214,2025-06-01,2026-08-07,2025-06-11,41,0,good,72
INV_0044215,WH_012,WH_012_COLD_064,SKU_01225,BATCH_0044215,2025-09-13,2026-08-25,2025-09-21,14,0,good,90
INV_0044216,WH_006,WH_006_COLD_165,SKU_00137,BATCH_0044216,2026-01-18,2027-01-18,2026-01-27,17,2,good,236
INV_0044217,WH_026,WH_026_AMBIENT_125,SKU_00107,BATCH_0044217,2025-10-10,2026-10-10,2025-10-20,15,1,good,136
INV_0044218,WH_030,WH_030_COOL_084,SKU_01669,BATCH_0044218,2026-02-19,2028-02-19,2026-02-24,34,0,good,633
INV_0044219,WH_015,WH_015_COLD_085,SKU_00842,BATCH_0044219,2026-04-04,2026-11-04,2026-04-17,26,0,good,161
INV_0044220,WH_023,WH_023_AMBIENT_078,SKU_01206,BATCH_0044220,2025-11-09,2028-06-15,2025-11-15,48,0,good,750
INV_0044221,WH_010,WH_010_AMBIENT_023,SKU_02805,BATCH_0044221,2026-04-17,2027-08-19,2026-04-19,1,0,good,449
INV_0044222,WH_021,WH_021_AMBIENT_002,SKU_01296,BATCH_0044222,2025-09-04,2027-08-03,2025-09-17,35,0,good,433
INV_0044223,WH_011,WH_011_COOL_066,SKU_01616,BATCH_0044223,2024-10-12,2026-10-12,2024-10-25,2,0,good,138
INV_0044224,WH_030,WH_030_AMBIENT_187,SKU_00904,BATCH_0044224,2025-03-02,2027-03-02,2025-03-12,23,0,good,279
INV_0044225,WH_009,WH_009_AMBIENT_022,SKU_01444,BATCH_0044225,2026-04-11,2027-08-08,2026-04-17,72,0,good,438
INV_0044226,WH_014,WH_014_COOL_170,SKU_02678,BATCH_0044226,2024-08-09,2026-08-09,2024-08-20,48,10,good,74
INV_0044227,WH_015,WH_015_COOL_182,SKU_02363,BATCH_0044227,2025-12-09,2027-04-03,2025-12-22,7,0,good,311
INV_0044228,WH_002,WH_002_COLD_156,SKU_00468,BATCH_0044228,2025-12-19,2026-12-19,2025-12-27,15,5,good,206
INV_0044229,WH_024,WH_024_COOL_032,SKU_00809,BATCH_0044229,2025-03-09,2027-03-09,2025-03-11,8,0,good,286
INV_0044230,WH_022,WH_022_AMBIENT_039,SKU_00550,BATCH_0044230,2025-08-15,2026-08-15,2025-08-21,15,0,good,80
INV_0044231,WH_015,WH_015_COOL_034,SKU_02542,BATCH_0044231,2025-04-19,2027-04-19,2025-04-27,53,0,good,327
INV_0044232,WH_009,WH_009_AMBIENT_002,SKU_00852,BATCH_0044232,2025-01-16,2027-10-13,2025-01-20,7,0,good,504
INV_0044233,WH_026,WH_026_AMBIENT_005,SKU_01355,BATCH_0044233,2025-07-27,2026-07-27,2025-07-28,1,0,good,61
INV_0044234,WH_029,WH_029_AMBIENT_134,SKU_02574,BATCH_0044234,2026-04-02,2027-04-02,2026-04-12,19,0,good,310
INV_0044235,WH_026,WH_026_COOL_187,SKU_00370,BATCH_0044235,2025-12-24,2027-02-19,2025-12-30,57,0,good,268
INV_0044236,WH_006,WH_006_COOL_001,SKU_02945,BATCH_0044236,2025-04-01,2027-04-01,2025-04-05,21,0,good,309
INV_0044237,WH_023,WH_023_COOL_042,SKU_02270,BATCH_0044237,2025-12-07,2027-02-20,2025-12-19,9,0,good,269
INV_0044238,WH_006,WH_006_COLD_037,SKU_02992,BATCH_0044238,2026-03-13,2027-03-13,2026-03-19,207,0,good,290
INV_0044239,WH_011,WH_011_AMBIENT_163,SKU_00174,BATCH_0044239,2026-02-15,2028-06-24,2026-02-19,67,18,good,759
INV_0044240,WH_010,WH_010_AMBIENT_003,SKU_00009,BATCH_0044240,2025-07-11,2027-07-25,2025-07-20,11,0,good,424
INV_0044241,WH_010,WH_010_AMBIENT_041,SKU_02883,BATCH_0044241,2025-05-23,2026-08-19,2025-06-02,29,0,good,84
INV_0044242,WH_023,WH_023_COLD_066,SKU_01786,BATCH_0044242,2025-08-06,2026-08-06,2025-08-17,76,0,good,71
INV_0044243,WH_012,WH_012_COLD_157,SKU_01618,BATCH_0044243,2025-09-01,2026-09-01,2025-09-10,35,4,good,97
INV_0044244,WH_017,WH_017_AMBIENT_017,SKU_02938,BATCH_0044244,2025-06-02,2027-04-22,2025-06-06,20,0,good,330
INV_0044245,WH_023,WH_023_FROZEN_096,SKU_00562,BATCH_0044245,2025-07-09,2027-04-27,2025-07-10,20,0,good,335
INV_0044246,WH_002,WH_002_COOL_068,SKU_02042,BATCH_0044246,2024-12-02,2026-12-02,2024-12-12,10,1,good,189
INV_0044247,WH_021,WH_021_COOL_158,SKU_01322,BATCH_0044247,2025-12-04,2027-12-04,2025-12-15,5,0,good,556
INV_0044248,WH_005,WH_005_COOL_146,SKU_02013,BATCH_0044248,2025-08-21,2027-08-21,2025-08-23,61,0,good,451
INV_0044249,WH_012,WH_012_AMBIENT_182,SKU_00376,BATCH_0044249,2025-04-22,2026-11-19,2025-04-28,5,0,good,176
INV_0044250,WH_017,WH_017_COOL_189,SKU_00771,BATCH_0044250,2025-07-09,2026-07-29,2025-07-10,28,0,good,63
INV_0044251,WH_005,WH_005_AMBIENT_109,SKU_00494,BATCH_0044251,2026-01-15,2027-01-15,2026-01-19,4,0,good,233
INV_0044252,WH_026,WH_026_AMBIENT_007,SKU_00001,BATCH_0044252,2026-01-25,2027-08-27,2026-01-28,10,0,good,457
INV_0044253,WH_005,WH_005_COLD_104,SKU_02328,BATCH_0044253,2025-08-03,2026-07-27,2025-08-06,7,2,good,61
INV_0044254,WH_024,WH_024_AMBIENT_039,SKU_01311,BATCH_0044254,2025-11-01,2027-04-04,2025-11-06,23,0,good,312
INV_0044255,WH_025,WH_025_AMBIENT_130,SKU_02109,BATCH_0044255,2026-04-11,2027-04-11,2026-04-13,19,0,good,319
INV_0044256,WH_001,WH_001_COOL_020,SKU_00451,BATCH_0044256,2025-06-08,2027-04-28,2025-06-15,126,0,good,336
INV_0044257,WH_025,WH_025_FROZEN_133,SKU_02582,BATCH_0044257,2025-04-16,2027-04-16,2025-04-19,10,0,good,324
INV_0044258,WH_014,WH_014_AMBIENT_145,SKU_02212,BATCH_0044258,2025-03-10,2026-10-20,2025-03-16,35,5,good,146
INV_0044259,WH_009,WH_009_COLD_046,SKU_02674,BATCH_0044259,2025-10-07,2026-10-07,2025-10-16,138,0,good,133
INV_0044260,WH_030,WH_030_COLD_113,SKU_02031,BATCH_0044260,2026-04-04,2027-04-04,2026-04-06,138,0,good,312
INV_0044261,WH_009,WH_009_AMBIENT_043,SKU_02073,BATCH_0044261,2026-01-20,2027-10-07,2026-01-23,46,0,good,498
INV_0044262,WH_027,WH_027_COOL_157,SKU_02376,BATCH_0044262,2025-10-17,2027-09-01,2025-10-24,22,6,good,462
INV_0044263,WH_012,WH_012_COLD_107,SKU_00452,BATCH_0044263,2026-01-22,2026-07-03,2026-01-23,8,0,good,37
INV_0044264,WH_023,WH_023_AMBIENT_108,SKU_00173,BATCH_0044264,2026-03-18,2028-02-28,2026-03-24,13,0,good,642
INV_0044265,WH_009,WH_009_AMBIENT_129,SKU_00648,BATCH_0044265,2025-09-22,2027-11-18,2025-10-03,119,0,good,540
INV_0044266,WH_027,WH_027_AMBIENT_183,SKU_02549,BATCH_0044266,2025-08-26,2027-02-09,2025-09-07,5,0,good,258
INV_0044267,WH_014,WH_014_AMBIENT_150,SKU_01482,BATCH_0044267,2026-05-21,2027-05-21,2026-05-30,3,0,good,359
INV_0044268,WH_026,WH_026_AMBIENT_054,SKU_00269,BATCH_0044268,2026-05-16,2027-09-15,2026-05-24,174,0,good,476
INV_0044269,WH_025,WH_025_COOL_007,SKU_01849,BATCH_0044269,2026-01-21,2028-01-21,2026-01-22,51,0,good,604
INV_0044270,WH_015,WH_015_COLD_089,SKU_01028,BATCH_0044270,2026-01-08,2027-01-08,2026-01-17,8,1,good,226
INV_0044271,WH_028,WH_028_AMBIENT_156,SKU_01603,BATCH_0044271,2025-06-24,2027-03-13,2025-07-07,7,0,good,290
INV_0044272,WH_008,WH_008_AMBIENT_117,SKU_02951,BATCH_0044272,2025-05-11,2027-09-01,2025-05-12,14,0,good,462
INV_0044273,WH_014,WH_014_AMBIENT_098,SKU_00531,BATCH_0044273,2025-12-28,2026-12-28,2026-01-08,1,0,good,215
INV_0044274,WH_011,WH_011_AMBIENT_061,SKU_01510,BATCH_0044274,2024-12-16,2026-11-16,2024-12-29,6,1,good,173
INV_0044275,WH_020,WH_020_COLD_037,SKU_01012,BATCH_0044275,2026-01-05,2027-01-05,2026-01-18,26,0,good,223
INV_0044276,WH_021,WH_021_AMBIENT_117,SKU_00381,BATCH_0044276,2025-09-25,2027-04-07,2025-09-27,37,0,good,315
INV_0044277,WH_019,WH_019_AMBIENT_152,SKU_00836,BATCH_0044277,2026-05-15,2027-11-20,2026-05-16,45,0,good,542
INV_0044278,WH_015,WH_015_COOL_027,SKU_00503,BATCH_0044278,2026-02-08,2028-02-08,2026-02-21,53,0,good,622
INV_0044279,WH_015,WH_015_COOL_087,SKU_01376,BATCH_0044279,2025-04-29,2027-04-04,2025-05-05,26,0,good,312
INV_0044280,WH_010,WH_010_COLD_045,SKU_01625,BATCH_0044280,2026-01-17,2026-12-03,2026-01-28,14,1,good,190
INV_0044281,WH_006,WH_006_AMBIENT_031,SKU_02815,BATCH_0044281,2025-10-16,2027-10-12,2025-10-22,6,0,good,503
INV_0044282,WH_020,WH_020_COLD_038,SKU_02600,BATCH_0044282,2026-03-11,2026-07-16,2026-03-23,1,0,good,50
INV_0044283,WH_018,WH_018_COLD_134,SKU_02680,BATCH_0044283,2025-08-28,2026-08-28,2025-09-03,4,0,good,93
INV_0044284,WH_007,WH_007_AMBIENT_172,SKU_02979,BATCH_0044284,2025-11-22,2027-05-06,2025-11-25,9,0,good,344
INV_0044285,WH_002,WH_002_COOL_141,SKU_01038,BATCH_0044285,2026-05-04,2026-11-11,2026-05-17,10,0,good,168
INV_0044286,WH_022,WH_022_AMBIENT_120,SKU_01958,BATCH_0044286,2025-03-14,2027-03-30,2025-03-21,16,0,good,307
INV_0044287,WH_028,WH_028_AMBIENT_043,SKU_00022,BATCH_0044287,2024-06-23,2026-09-02,2024-07-05,66,0,good,98
INV_0044288,WH_014,WH_014_AMBIENT_165,SKU_01315,BATCH_0044288,2026-02-12,2027-05-17,2026-02-21,9,0,good,355
INV_0044289,WH_008,WH_008_COOL_157,SKU_02286,BATCH_0044289,2026-04-01,2026-09-28,2026-04-04,9,2,good,124
INV_0044290,WH_025,WH_025_AMBIENT_155,SKU_00022,BATCH_0044290,2024-07-21,2026-09-30,2024-07-25,102,0,good,126
INV_0044291,WH_030,WH_030_COOL_192,SKU_00851,BATCH_0044291,2025-09-01,2026-08-04,2025-09-14,9,0,good,69
INV_0044292,WH_007,WH_007_AMBIENT_050,SKU_02743,BATCH_0044292,2025-03-31,2027-01-27,2025-04-07,52,0,good,245
INV_0044293,WH_006,WH_006_AMBIENT_175,SKU_00409,BATCH_0044293,2025-06-24,2026-10-02,2025-07-07,3,0,good,128
INV_0044294,WH_009,WH_009_COLD_039,SKU_00861,BATCH_0044294,2025-07-25,2026-07-25,2025-08-06,2,0,good,59
INV_0044295,WH_008,WH_008_COOL_123,SKU_00322,BATCH_0044295,2025-07-02,2026-09-02,2025-07-10,8,0,good,98
INV_0044296,WH_020,WH_020_AMBIENT_121,SKU_00188,BATCH_0044296,2026-01-11,2027-01-11,2026-01-15,69,10,good,229
INV_0044297,WH_027,WH_027_AMBIENT_050,SKU_01420,BATCH_0044297,2024-09-05,2027-03-09,2024-09-16,37,10,good,286
INV_0044298,WH_024,WH_024_AMBIENT_058,SKU_00034,BATCH_0044298,2026-02-11,2027-04-08,2026-02-18,5,0,good,316
INV_0044299,WH_013,WH_013_AMBIENT_050,SKU_02419,BATCH_0044299,2025-10-16,2026-12-25,2025-10-19,26,10,good,212
INV_0044300,WH_014,WH_014_AMBIENT_180,SKU_00098,BATCH_0044300,2024-05-31,2027-01-02,2024-06-13,35,0,good,220
INV_0044301,WH_016,WH_016_AMBIENT_162,SKU_02575,BATCH_0044301,2025-10-10,2027-01-03,2025-10-11,2,0,good,221
INV_0044302,WH_029,WH_029_AMBIENT_142,SKU_02147,BATCH_0044302,2025-12-11,2026-12-11,2025-12-20,1,0,good,198
INV_0044303,WH_026,WH_026_COOL_115,SKU_01227,BATCH_0044303,2025-10-22,2027-01-25,2025-10-27,57,0,good,243
INV_0044304,WH_028,WH_028_AMBIENT_077,SKU_00744,BATCH_0044304,2025-09-04,2026-12-07,2025-09-17,24,0,good,194
INV_0044305,WH_003,WH_003_AMBIENT_017,SKU_01867,BATCH_0044305,2024-12-21,2026-11-11,2024-12-23,12,0,good,168
INV_0044306,WH_011,WH_011_AMBIENT_022,SKU_01731,BATCH_0044306,2025-12-03,2026-12-22,2025-12-04,4,1,good,209
INV_0044307,WH_003,WH_003_COLD_061,SKU_00894,BATCH_0044307,2026-05-24,2027-03-20,2026-06-03,5,0,good,297
INV_0044308,WH_011,WH_011_COLD_110,SKU_00523,BATCH_0044308,2025-10-28,2026-10-28,2025-11-06,18,0,good,154
INV_0044309,WH_001,WH_001_COLD_193,SKU_00649,BATCH_0044309,2025-08-12,2026-08-12,2025-08-21,22,0,good,77
INV_0044310,WH_005,WH_005_AMBIENT_074,SKU_00960,BATCH_0044310,2025-10-30,2026-10-30,2025-11-01,9,0,good,156
INV_0044311,WH_019,WH_019_AMBIENT_187,SKU_02266,BATCH_0044311,2025-05-01,2026-11-12,2025-05-13,17,0,good,169
INV_0044312,WH_011,WH_011_AMBIENT_144,SKU_02312,BATCH_0044312,2025-06-29,2028-05-22,2025-07-11,17,0,good,726
INV_0044313,WH_017,WH_017_AMBIENT_147,SKU_00198,BATCH_0044313,2026-02-07,2027-04-11,2026-02-12,12,0,good,319
INV_0044314,WH_023,WH_023_AMBIENT_192,SKU_01451,BATCH_0044314,2025-09-18,2027-03-21,2025-09-30,16,5,good,298
INV_0044315,WH_016,WH_016_AMBIENT_086,SKU_01133,BATCH_0044315,2025-07-23,2026-07-23,2025-08-04,1,0,good,57
INV_0044316,WH_027,WH_027_COOL_093,SKU_02645,BATCH_0044316,2026-04-15,2027-06-06,2026-04-23,23,0,good,375
INV_0044317,WH_015,WH_015_COLD_059,SKU_00979,BATCH_0044317,2025-09-12,2026-06-28,2025-09-21,14,0,good,32
INV_0044318,WH_025,WH_025_AMBIENT_159,SKU_02194,BATCH_0044318,2025-08-14,2028-03-10,2025-08-23,1,0,good,653
INV_0044319,WH_018,WH_018_COOL_108,SKU_01953,BATCH_0044319,2024-09-23,2026-09-23,2024-09-30,4,0,good,119
INV_0044320,WH_025,WH_025_COOL_090,SKU_01389,BATCH_0044320,2025-11-01,2027-10-03,2025-11-13,24,4,good,494
